"","ID","FLAG_P"
"550",2146,0
"551",2149,0
"552",2158,0
"553",2160,0
"554",2165,0
"555",2171,0
"556",2174,0
"557",2179,0
"558",2180,0
"559",2184,0
"560",2185,0
"561",2190,0
"562",2192,0
"563",2194,0
"564",2203,0
"565",2204,0
"566",2210,0
"567",2220,0
"568",2226,0
"569",2227,0
"570",2228,0
"571",2238,0
"572",2239,0
"573",2241,0
"574",2243,0
"575",2252,0
"576",2256,0
"577",2258,0
"578",2266,0
"579",2268,0
"580",2270,0
"581",2274,0
"582",2281,0
"583",2300,0
"584",2303,0
"585",2308,0
"586",2314,0
"587",2322,0
"588",2323,0
"589",2324,0
"590",2329,0
"591",2335,0
"592",2337,0
"593",2338,0
"594",2344,0
"595",2345,0
"596",2347,0
"597",2348,0
"598",2356,0
"599",2360,0
"600",2363,0
"601",2368,0
"602",2370,0
"603",2375,0
"604",2381,0
"605",2382,0
"606",2383,0
"607",2384,0
"608",2388,0
"609",2389,0
"610",2390,0
"611",2393,0
"612",2394,0
"613",2400,0
"614",2407,0
"615",2408,1
"616",2414,0
"617",2419,0
"618",2425,0
"619",2434,0
"620",2440,0
"621",2441,0
"622",2444,0
"623",2445,0
"624",2446,0
"625",2449,0
"626",2450,0
"627",2452,0
"628",2458,1
"629",2459,0
"630",2461,0
"631",2463,1
"632",2470,0
"633",2476,0
"634",2481,0
"635",2487,0
"636",2490,0
"637",2495,0
"638",2496,0
"639",2505,0
"640",2507,0
"641",2517,0
"642",2518,0
"643",2519,0
"644",2521,0
"645",2523,0
"646",2525,0
"647",2527,0
"648",2529,0
"649",2536,0
"650",2538,0
"651",2550,0
"652",2553,0
"653",2555,1
"654",2572,0
"655",2586,0
"656",2588,0
"657",2600,0
"658",2601,0
"659",2607,0
"660",2617,0
"661",2619,0
"662",2624,0
"663",2626,0
"664",2635,0
"665",2638,0
"666",2643,0
"667",2646,0
"668",2649,0
"669",2656,0
"670",2657,0
"671",2659,1
"672",2663,0
"673",2673,0
"674",2674,0
"675",2675,0
"676",2682,0
"677",2684,0
"678",2686,0
"679",2688,0
"680",2696,0
"681",2697,0
"682",2698,0
"683",2701,0
"684",2704,0
"685",2706,0
"686",2719,0
"687",2720,0
"688",2728,0
"689",2733,0
"690",2736,0
"691",2737,0
"692",2738,0
"693",2742,0
"694",2755,0
"695",2765,0
"696",2766,0
"697",2769,0
"698",2781,0
"699",2784,0
"700",2785,0
"701",2793,0
"702",2796,0
"703",2798,0
"704",2799,0
"705",2804,0
"706",2809,0
"707",2810,0
"708",2812,0
"709",2834,0
"710",2847,0
"711",2851,0
"712",2852,0
"713",2853,0
"714",2863,0
"715",2864,0
"716",2867,0
"717",2868,0
"718",2877,0
"719",2885,0
"720",2886,0
"721",2888,0
"722",2889,0
"723",2896,0
"724",2899,0
"725",2908,0
"726",2909,0
"727",2913,0
"728",2915,0
"729",2922,0
"730",2926,0
"731",2928,0
"732",2931,0
"733",2939,0
"734",2943,0
"735",2948,0
"736",2955,0
"737",2959,0
"738",2965,0
"739",2968,0
"740",2978,0
"741",2985,0
"742",2986,0
"743",2987,0
"744",2989,0
"745",2991,0
"746",3004,0
"747",3007,0
"748",3011,0
"749",3016,0
"750",3017,0
"751",3021,0
"752",3022,0
"753",3028,0
"754",3029,1
"755",3030,0
"756",3034,0
"757",3035,0
"758",3041,0
"759",3045,0
"760",3046,0
"761",3047,0
"762",3057,0
"763",3059,0
"764",3061,0
"765",3065,0
"766",3068,0
"767",3070,0
"768",3071,0
"769",3073,0
"770",3074,0
"771",3078,0
"772",3085,0
"773",3087,0
"774",3091,0
"775",3092,0
"776",3094,0
"777",3101,0
"778",3103,0
"779",3105,1
"780",3108,0
"781",3112,0
"782",3121,0
"783",3124,0
"784",3138,0
"785",3142,0
"786",3146,0
"787",3155,0
"788",3160,0
"789",3162,1
"790",3164,0
"791",3168,0
"792",3169,0
"793",3175,0
"794",3178,0
"795",3179,0
"796",3182,0
"797",3185,0
"798",3190,0
"799",3199,0
"800",3206,0
"801",3210,0
"802",3211,0
"803",3216,0
"804",3217,0
"805",3218,0
"806",3220,0
"807",3228,0
"808",3233,0
"809",3234,0
"810",3236,0
"811",3244,0
"812",3249,0
"813",3252,0
"814",3257,0
"815",3258,0
"816",3260,0
"817",3269,0
"818",3280,0
"819",3293,0
"820",3296,0
"821",3297,0
"822",3301,0
"823",3306,0
"824",3308,0
"825",3310,0
"826",3311,0
"827",3316,0
"828",3320,0
"829",3321,0
"830",3322,0
"831",3328,0
"832",3330,0
"833",3334,0
"834",3339,0
"835",3347,0
"836",3350,0
"837",3352,0
"838",3358,0
"839",3360,0
"840",3361,0
"841",3365,0
"842",3376,0
"843",3378,0
"844",3379,0
"845",3383,0
"846",3384,0
"847",3386,0
"848",3397,0
"849",3399,0
"850",3401,0
"851",3402,0
"852",3406,0
"853",3413,0
"854",3416,0
"855",3417,0
"856",3426,0
"857",3428,0
"858",3430,0
"859",3432,0
"860",3434,0
"861",3436,0
"862",3442,0
"863",3444,0
"864",3449,0
"865",3453,0
"866",3457,0
"867",3458,0
"868",3460,0
"869",3476,0
"870",3477,0
"871",3480,0
"872",3483,0
"873",3485,0
"874",3493,0
"875",3495,0
"876",3503,0
"877",3505,0
"878",3506,0
"879",3509,0
"880",3515,0
"881",3518,0
"882",3527,0
"883",3533,1
"884",3539,0
"885",3540,0
"886",3546,0
"887",3547,0
"888",3548,0
"889",3559,0
"890",3576,0
"891",3581,0
"892",3596,0
"893",3607,0
"894",3613,0
"895",3618,0
"896",3624,0
"897",3628,0
"898",3629,0
"899",3633,0
"900",3635,0
"901",3636,0
"902",3639,0
"903",3644,0
"904",3645,0
"905",3646,0
"906",3656,0
"907",3657,0
"908",3665,0
"909",3666,0
"910",3668,0
"911",3669,0
"912",3670,0
"913",3675,0
"914",3678,0
"915",3687,0
"916",3696,0
"917",3701,0
"918",3703,0
"919",3704,0
"920",3707,0
"921",3708,0
"922",3709,0
"923",3710,0
"924",3718,0
"925",3725,0
"926",3726,0
"927",3729,0
"928",3732,0
"929",3738,0
"930",3739,0
"931",3742,0
"932",3748,0
"933",3752,0
"934",3754,0
"935",3756,0
"936",3765,0
"937",3766,0
"938",3768,0
"939",3771,0
"940",3777,0
"941",3780,0
"942",3781,0
"943",3783,0
"944",3785,0
"945",3788,0
"946",3797,0
"947",3798,0
"948",3799,0
"949",3800,0
"950",3808,0
"951",3811,0
"952",3816,0
"953",3817,0
"954",3821,0
"955",3829,0
"956",3830,0
"957",3832,0
"958",3842,0
"959",3854,0
"960",3855,0
"961",3857,0
"962",3858,0
"963",3871,0
"964",3872,0
"965",3876,0
"966",3878,0
"967",3879,0
"968",3884,0
"969",3887,0
"970",3897,0
"971",3904,0
"972",3906,0
"973",3908,0
"974",3910,0
"975",3913,0
"976",3914,0
"977",3919,0
"978",3925,0
"979",3926,1
"980",3928,0
"981",3931,0
"982",3932,0
"983",3938,0
"984",3942,0
"985",3943,0
"986",3948,0
"987",3955,0
"988",3970,0
"989",3972,0
"990",3975,0
"991",3976,0
"992",3977,0
"993",3980,0
"994",3988,0
"995",3990,0
"996",3991,0
"997",3995,0
"998",3999,0
"999",4004,1
"1000",4009,0
"1001",4012,0
"1002",4013,0
"1003",4020,0
"1004",4024,0
"1005",4026,0
"1006",4027,0
"1007",4028,0
"1008",4030,0
"1009",4037,0
"1010",4040,0
"1011",4047,0
"1012",4051,0
"1013",4052,0
"1014",4055,0
"1015",4056,0
"1016",4060,0
"1017",4067,0
"1018",4068,0
"1019",4079,0
"1020",4101,0
"1021",4106,0
"1022",4110,0
"1023",4114,0
"1024",4115,0
"1025",4116,0
"1026",4122,0
"1027",4126,0
"1028",4127,0
"1029",4136,0
"1030",4141,0
"1031",4155,0
"1032",4165,0
"1033",4167,0
"1034",4172,0
"1035",4173,0
"1036",4174,0
"1037",4176,0
"1038",4177,0
"1039",4178,0
"1040",4180,0
"1041",4183,1
"1042",4188,0
"1043",4190,0
"1044",4199,0
"1045",4200,0
"1046",4213,0
"1047",4214,0
"1048",4229,0
"1049",4232,0
"1050",4233,0
"1051",4234,0
"1052",4243,0
"1053",4246,0
"1054",4247,0
"1055",4251,0
"1056",4253,0
"1057",4255,0
"1058",4259,0
"1059",4266,0
"1060",4267,0
"1061",4269,0
"1062",4271,0
"1063",4272,0
"1064",4275,0
"1065",4279,0
"1066",4291,0
"1067",4307,0
"1068",4308,0
"1069",4312,0
"1070",4317,0
"1071",4326,0
"1072",4327,0
"1073",4337,0
"1074",4338,0
"1075",4346,0
"1076",4351,0
"1077",4352,0
"1078",4355,0
"1079",4358,0
"1080",4362,0
"1081",4367,0
"1082",4377,0
"1083",4378,0
"1084",4381,0
"1085",4383,0
"1086",4396,0
"1087",4411,0
"1088",4417,0
"1089",4418,0
"1090",4423,0
"1091",4425,0
"1092",4429,0
"1093",4435,0
"1094",4436,0
"1095",4439,0
"1096",4440,0
"1097",4447,0
"1098",4455,0
"1099",4462,0
"1100",4463,0
"1101",4465,0
"1102",4468,0
"1103",4474,0
"1104",4489,0
"1105",4494,0
"1106",4495,0
"1107",4496,0
"1108",4497,0
"1109",4502,1
"1110",4512,0
"1111",4517,0
"1112",4534,0
"1113",4535,0
"1114",4547,0
"1115",4557,0
"1116",4560,0
"1117",4565,0
"1118",4568,0
"1119",4574,0
"1120",4576,0
"1121",4583,0
"1122",4586,0
"1123",4588,0
"1124",4589,0
"1125",4607,0
"1126",4608,0
"1127",4610,0
"1128",4616,0
"1129",4622,0
"1130",4625,0
"1131",4628,0
"1132",4633,0
"1133",4635,0
"1134",4637,0
"1135",4638,0
"1136",4640,0
"1137",4644,0
"1138",4647,0
"1139",4648,0
"1140",4650,0
"1141",4654,0
"1142",4661,0
"1143",4672,0
"1144",4674,0
"1145",4685,0
"1146",4689,0
"1147",4706,0
"1148",4709,0
"1149",4723,0
"1150",4724,0
"1151",4733,0
"1152",4734,0
"1153",4749,0
"1154",4751,0
"1155",4752,0
"1156",4758,0
"1157",4762,0
"1158",4768,0
"1159",4769,0
"1160",4770,0
"1161",4780,0
"1162",4781,0
"1163",4782,1
"1164",4783,0
"1165",4784,0
"1166",4785,0
"1167",4786,0
"1168",4793,0
"1169",4794,0
"1170",4795,0
"1171",4798,0
"1172",4805,0
"1173",4806,0
"1174",4812,0
"1175",4817,1
"1176",4820,0
"1177",4823,0
"1178",4825,0
"1179",4837,0
"1180",4851,0
"1181",4852,0
"1182",4855,0
"1183",4856,0
"1184",4858,0
"1185",4859,0
"1186",4864,0
"1187",4865,0
"1188",4867,0
"1189",4869,0
"1190",4874,0
"1191",4875,0
"1192",4885,0
"1193",4886,0
"1194",4887,0
"1195",4891,0
"1196",4893,0
"1197",4897,0
"1198",4898,0
"1199",4899,0
"1200",4905,0
"1201",4907,0
"1202",4909,1
"1203",4910,0
"1204",4918,0
"1205",4921,0
"1206",4923,0
"1207",4924,0
"1208",4928,0
"1209",4933,0
"1210",4939,0
"1211",4941,0
"1212",4942,0
"1213",4943,0
"1214",4949,0
"1215",4954,0
"1216",4955,0
"1217",4958,0
"1218",4963,0
"1219",4968,0
"1220",4969,0
"1221",4976,0
"1222",4979,0
"1223",4980,0
"1224",4981,0
"1225",4983,0
"1226",4985,0
"1227",4991,0
"1228",4992,0
"1229",4999,0
"1230",5003,0
"1231",5008,0
"1232",5009,0
"1233",5016,0
"1234",5025,0
"1235",5029,0
"1236",5044,0
"1237",5054,0
"1238",5056,0
"1239",5059,0
"1240",5060,0
"1241",5065,0
"1242",5079,0
"1243",5087,0
"1244",5101,0
"1245",5102,0
"1246",5106,0
"1247",5109,0
"1248",5112,0
"1249",5119,0
"1250",5122,0
"1251",5123,0
"1252",5125,0
"1253",5128,0
"1254",5132,0
"1255",5134,0
"1256",5141,0
"1257",5143,0
"1258",5151,0
"1259",5156,0
"1260",5159,0
"1261",5167,0
"1262",5168,0
"1263",5170,0
"1264",5172,0
"1265",5174,0
"1266",5182,0
"1267",5186,0
"1268",5200,0
"1269",5206,1
"1270",5207,0
"1271",5210,0
"1272",5211,0
"1273",5215,0
"1274",5219,0
"1275",5220,0
"1276",5226,0
"1277",5228,0
"1278",5229,0
"1279",5230,0
"1280",5231,0
"1281",5234,0
"1282",5235,0
"1283",5238,0
"1284",5243,0
"1285",5245,0
"1286",5248,0
"1287",5250,0
"1288",5252,0
"1289",5254,0
"1290",5255,0
"1291",5256,0
"1292",5259,0
"1293",5261,0
"1294",5264,0
"1295",5266,0
"1296",5273,0
"1297",5274,0
"1298",5277,0
"1299",5281,0
"1300",5285,0
"1301",5286,1
"1302",5295,1
"1303",5301,0
"1304",5304,0
"1305",5315,1
"1306",5320,0
"1307",5324,0
"1308",5326,0
"1309",5327,1
"1310",5330,0
"1311",5331,0
"1312",5334,0
"1313",5336,0
"1314",5340,0
"1315",5341,0
"1316",5344,0
"1317",5348,0
"1318",5349,0
"1319",5352,1
"1320",5364,0
"1321",5369,0
"1322",5375,0
"1323",5381,0
"1324",5384,0
"1325",5392,0
"1326",5393,0
"1327",5398,0
"1328",5410,0
"1329",5411,0
"1330",5413,0
"1331",5417,0
"1332",5420,0
"1333",5422,0
"1334",5424,0
"1335",5427,0
"1336",5431,0
"1337",5438,0
"1338",5441,0
"1339",5444,0
"1340",5447,1
"1341",5452,0
"1342",5462,0
"1343",5463,0
"1344",5469,0
"1345",5485,0
"1346",5486,0
"1347",5490,0
"1348",5494,0
"1349",5499,0
"1350",5505,0
"1351",5508,0
"1352",5510,0
"1353",5515,0
"1354",5527,0
"1355",5530,0
"1356",5534,0
"1357",5545,0
"1358",5546,0
"1359",5554,0
"1360",5555,0
"1361",5557,1
"1362",5560,0
"1363",5565,0
"1364",5567,0
"1365",5581,0
"1366",5585,0
"1367",5587,0
"1368",5591,0
"1369",5594,0
"1370",5595,0
"1371",5597,1
"1372",5599,0
"1373",5602,0
"1374",5607,1
"1375",5609,0
"1376",5627,0
"1377",5629,0
"1378",5630,0
"1379",5631,0
"1380",5633,0
"1381",5636,0
"1382",5639,0
"1383",5651,0
"1384",5654,1
"1385",5660,0
"1386",5663,0
"1387",5666,0
"1388",5668,0
"1389",5674,0
"1390",5682,0
"1391",5683,0
"1392",5689,0
"1393",5692,0
"1394",5693,0
"1395",5695,0
"1396",5698,0
"1397",5701,0
"1398",5702,0
"1399",5703,0
"1400",5709,0
"1401",5712,0
"1402",5714,0
"1403",5720,0
"1404",5727,0
"1405",5730,0
"1406",5735,0
"1407",5739,0
"1408",5742,0
"1409",5743,0
"1410",5746,0
"1411",5751,0
"1412",5756,0
"1413",5760,0
"1414",5761,0
"1415",5762,0
"1416",5764,0
"1417",5766,0
"1418",5767,0
"1419",5770,0
"1420",5774,0
"1421",5784,0
"1422",5785,0
"1423",5789,0
"1424",5792,0
"1425",5794,0
"1426",5797,0
"1427",5809,0
"1428",5813,1
"1429",5814,0
"1430",5816,0
"1431",5829,0
"1432",5837,0
"1433",5840,0
"1434",5846,0
"1435",5847,0
"1436",5850,0
"1437",5855,0
"1438",5862,0
"1439",5863,0
"1440",5869,0
"1441",5871,0
"1442",5878,1
"1443",5883,0
"1444",5888,0
"1445",5889,1
"1446",5893,0
"1447",5899,0
"1448",5906,0
"1449",5918,0
"1450",5922,0
"1451",5926,0
"1452",5932,0
"1453",5933,0
"1454",5939,0
"1455",5950,0
"1456",5955,0
"1457",5960,0
"1458",5967,0
"1459",5972,0
"1460",5974,0
"1461",5987,0
"1462",5988,0
"1463",5990,0
"1464",5995,0
"1465",5997,0
"1466",5999,0
"1467",6000,0
"1468",6003,0
"1469",6009,0
"1470",6013,0
"1471",6020,0
"1472",6024,0
"1473",6026,0
"1474",6030,0
"1475",6036,0
"1476",6038,0
"1477",6039,0
"1478",6050,0
"1479",6051,0
"1480",6056,0
"1481",6060,0
"1482",6066,0
"1483",6069,0
"1484",6076,0
"1485",6082,0
"1486",6084,0
"1487",6090,0
"1488",6096,0
"1489",6097,0
"1490",6107,0
"1491",6110,0
"1492",6114,0
"1493",6115,0
"1494",6123,0
"1495",6128,1
"1496",6131,0
"1497",6132,0
"1498",6136,0
"1499",6138,0
"1500",6139,0
"1501",6140,0
"1502",6147,0
"1503",6153,0
"1504",6157,0
"1505",6163,0
"1506",6168,0
"1507",6169,0
"1508",6179,0
"1509",6191,0
"1510",6192,0
"1511",6201,0
"1512",6202,0
"1513",6203,0
"1514",6207,0
"1515",6209,0
"1516",6210,0
"1517",6213,0
"1518",6224,0
"1519",6229,0
"1520",6230,0
"1521",6231,0
"1522",6234,0
"1523",6236,0
"1524",6240,0
"1525",6249,0
"1526",6250,0
"1527",6261,0
"1528",6265,0
"1529",6268,0
"1530",6270,0
"1531",6274,0
"1532",6276,0
"1533",6279,0
"1534",6280,0
"1535",6283,0
"1536",6285,0
"1537",6286,0
"1538",6287,0
"1539",6294,0
"1540",6304,0
"1541",6316,0
"1542",6317,0
"1543",6318,0
"1544",6323,0
"1545",6324,1
"1546",6327,0
"1547",6331,0
"1548",6340,0
"1549",6342,0
"1550",6353,0
"1551",6356,0
"1552",6357,0
"1553",6361,0
"1554",6362,0
"1555",6363,0
"1556",6364,0
"1557",6365,0
"1558",6377,0
"1559",6380,0
"1560",6384,0
"1561",6385,0
"1562",6387,0
"1563",6389,0
"1564",6396,0
"1565",6401,0
"1566",6402,0
"1567",6405,0
"1568",6406,0
"1569",6415,0
"1570",6417,0
"1571",6421,0
"1572",6430,0
"1573",6441,0
"1574",6450,0
"1575",6462,0
"1576",6464,0
"1577",6467,0
"1578",6474,0
"1579",6475,0
"1580",6488,0
"1581",6489,0
"1582",6491,0
"1583",6492,0
"1584",6503,0
"1585",6505,0
"1586",6513,0
"1587",6516,0
"1588",6528,0
"1589",6533,0
"1590",6543,0
"1591",6547,0
"1592",6555,0
"1593",6556,0
"1594",6557,0
"1595",6567,0
"1596",6568,0
"1597",6574,0
"1598",6576,0
"1599",6580,0
"1600",6582,0
"1601",6583,0
"1602",6584,0
"1603",6587,0
"1604",6593,0
"1605",6596,0
"1606",6599,0
"1607",6605,0
"1608",6609,0
"1609",6614,0
"1610",6616,0
"1611",6620,0
"1612",6623,0
"1613",6625,0
"1614",6630,0
"1615",6634,0
"1616",6635,0
"1617",6636,0
"1618",6637,0
"1619",6639,0
"1620",6640,0
"1621",6643,0
"1622",6648,0
"1623",6650,0
"1624",6651,0
"1625",6660,0
"1626",6661,0
"1627",6662,0
"1628",6664,0
"1629",6667,0
"1630",6672,0
"1631",6680,0
"1632",6684,0
"1633",6685,0
"1634",6686,0
"1635",6688,0
"1636",6691,0
"1637",6692,0
"1638",6693,0
"1639",6700,0
"1640",6704,0
"1641",6707,1
"1642",6712,0
"1643",6717,0
"1644",6735,0
"1645",6737,0
"1646",6739,0
"1647",6741,0
"1648",6742,0
"1649",6752,0
"1650",6754,0
"1651",6759,0
"1652",6766,0
"1653",6770,0
"1654",6772,0
"1655",6775,0
"1656",6776,0
"1657",6781,0
"1658",6785,0
"1659",6792,0
"1660",6793,0
"1661",6801,0
"1662",6803,1
"1663",6808,0
"1664",6816,0
"1665",6818,0
"1666",6821,0
"1667",6824,0
"1668",6828,0
"1669",6835,0
"1670",6840,0
"1671",6842,0
"1672",6847,0
"1673",6851,0
"1674",6852,0
"1675",6854,0
"1676",6860,0
"1677",6861,0
"1678",6865,0
"1679",6866,0
"1680",6872,0
"1681",6877,0
"1682",6878,0
"1683",6880,0
"1684",6881,0
"1685",6883,0
"1686",6888,0
"1687",6895,0
"1688",6898,0
"1689",6902,0
"1690",6903,0
"1691",6904,0
"1692",6910,0
"1693",6911,0
